TARİHİ,AÇIKLAMA,TUTAR,TAKSİT BİLGİSİ,MAXIMIL,MAXIPUAN
2024-10-12 00:00:00,"SELF GIDA SANAYI VE TICISTANBUL TR KAZANILAN MAXİMİL:3,60",240,3.6
2024-10-12 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:7,50",500,7.5
2024-10-12 00:00:00,"SELF GIDA SANAYI VE TICISTANBUL TR KAZANILAN MAXİMİL:3,76",250,3.76
2024-10-12 00:00:00,"PARAM/ /YEMEKSEPETI ISTANBUL TR KAZANILAN MAXİMİL:2,84",189.9,2.84
2024-10-12 00:00:00,"MIGROS WATERGARDENAVMISTANBULTRKAZANILANMAXİMİL:1,16 MAXİP",77,1.16,0.01
2024-10-12 00:00:00,"KFCWATERGARDENISTANBUISTANBULTRKAZANILANMAXİMİL:4,68 MAXİPUAN:0,04",312,4.68,0.04
2024-10-12 00:00:00,"GLORIA JEANS ISTANBUL TU KAZANILAN MAXİMİL:1,34",89,1.34
2024-10-12 00:00:00,"KAPAKS İSTANBUL TR KAZANILAN MAXİMİL:0,70",350,0.7
2024-10-12 00:00:00,"HOLLYWOOD PES CAFE BİLAİSTANBUL TR KAZANILAN MAXİMİL:1,50",100,1.5
2024-10-12 00:00:00,"PARAM/ /YEMEKSEPETI ISTANBUL TR KAZANILAN MAXİMİL:3,84",256,3.84
2024-10-13 00:00:00,"PARAM/ /YEMEKSEPE-MAXİPUAN İLAVE:0,02",0.02
2024-10-13 00:00:00,"IRMAK TEKEL İSTANBUL TR KAZANILAN MAXİMİL:1,20",80,1.2
2024-10-13 00:00:00,"MEHMED KAYA ISTANBUL TR KAZANILAN MAXİMİL:4,80",320,4.8
2024-10-13 00:00:00,"COFFY İDEALTEPE İSTANBUL TR KAZANILAN MAXİMİL:0,90",60,0.9
2024-10-13 00:00:00,"MEKTEP BUFE ISTANBUL TU KAZANILAN MAXİMİL:4,20",280,4.2
2024-10-14 00:00:00,"PARAM/ /YEMEKSEPE-MAXİPUAN İLAVE:0,03",0.03
2024-10-14 00:00:00,"SELF GIDA SANAYI VE TICISTANBUL TR KAZANILAN MAXİMİL:2,26",150,2.26
2024-10-14 00:00:00,"İNTİBA İSTANBUL TR KAZANILAN MAXİMİL:8,70",580,8.7
2024-10-15 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:4,12",275,4.12
2024-10-15 00:00:00,"7036 ISTANBULSABANCIUISTANBULTRKAZANILANMAXİMİL:1,16 MAXİPUAN:0,01",77.4,1.16,0.01
2024-10-15 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:3,52",234,3.52
2024-10-15 00:00:00,"MCDONALDSSEKERPINARDKOCAELITRKAZANILANMAXİMİL:3,90 MAXİPUAN:0,03",260,3.9,0.03
2024-10-16 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:3,00",200,3
2024-10-16 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-10-16 00:00:00,"SIMIT SARAYI SABANCI ÜNİSTANBUL TR KAZANILAN MAXİMİL:0,28",18,0.28
2024-10-16 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:7,50",500,7.5
2024-10-16 00:00:00,"PUCCİ BAR İSTANBUL TR KAZANILAN MAXİMİL:2,60",173,2.6
2024-10-17 00:00:00,"MIGROS ONE ISTANBUL TR KAZANILAN MAXİMİL:3,88",259,3.88
2024-10-17 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:2,32",154,2.32
2024-10-18 00:00:00,"SELF GIDA SANAYI VE TICISTANBUL TR KAZANILAN MAXİMİL:2,26",150,2.26
2024-10-18 00:00:00,"KUCUK EV ISTANBUL TR KAZANILAN MAXİMİL:4,06",270.9,4.06
2024-10-18 00:00:00,"MERTER ROASTERY İSTANBUL TR KAZANILAN MAXİMİL:1,42",95,1.42
2024-10-18 00:00:00,"TSD TEKNOLOJİ İSTANBUL TR KAZANILAN MAXİMİL:3,30",220,3.3
2024-10-19 00:00:00,"7036 İSTANBUL SABANCI ÜİSTANBUL TR KAZANILAN MAXİMİL:5,84",389,5.84
2024-10-19 00:00:00,"KURTKÖY LENS DÜRÜMLE İSTANBUL TR KAZANILAN MAXİMİL:3,60",240,3.6
2024-10-19 00:00:00,"CAFFE NERO-LENS İSTANBUİSTANBUL TR KAZANILAN MAXİMİL:1,30",87,1.3
2024-10-19 00:00:00,"BEYAZ ULASIM VE ENERJI ISTANBUL TU KAZANILAN MAXİMİL:0,76",50,0.76
2024-10-19 00:00:00,"TANTUNİ TAN İSTANBUL TR KAZANILAN MAXİMİL:4,42",295,4.42
2024-10-19 00:00:00,"CADDE 233 KAFE RESTORANISTANBUL TU KAZANILAN MAXİMİL:1,36",90,1.36
2024-10-19 00:00:00,"DOST BÜFE 2 İSTANBUL TR KAZANILAN MAXİMİL:2,26",151,2.26
2024-10-20 00:00:00,"ESKİ HAL CAFE BAR İSTANBUL TR KAZANILAN MAXİMİL:12,90",860,12.9
2024-10-20 00:00:00,"SAHANDA KAHVALTI ISTANBUL TR KAZANILAN MAXİMİL:4,72",315,4.72
2024-10-20 00:00:00,"ARDEN TİCARET ARDEN İSTANBUL TR KAZANILAN MAXİMİL:0,16",80,0.16
2024-10-20 00:00:00,"MCDONALDSSEKERPINARDKOCAELITRKAZANILANMAXİMİL:4,06 MAXİPUAN:0,03",270,4.06,0.03
2024-10-21 00:00:00,2310-304044 HESAPTAN AKTARIM 2300 İNTERAKTİF,-19161.74
2024-10-21 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:3,60",240,3.6
2024-10-21 00:00:00,"THE HUNGER ISTANBUL TU KAZANILAN MAXİMİL:7,42",495,7.42
2024-10-21 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:0,90",60,0.9
2024-10-21 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-10-22 00:00:00,"SIMIT SARAYI SABANCI ÜNİSTANBUL TR KAZANILAN MAXİMİL:2,32",155,2.32
2024-10-22 00:00:00,"KUCUK EV SABANCI UNIVER ISTANBUL TR KAZANILAN MAXİMİL:3,60",240,3.6
2024-10-22 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:0,76",50,0.76
2024-10-22 00:00:00,"SEKART MİMARLIK İNŞ GIDİSTANBUL TR KAZANILAN MAXİMİL:4,42",295,4.42
2024-10-22 00:00:00,"TOBACCO SHOP İSTANBUL TR KAZANILAN MAXİMİL:1,18",79,1.18
2024-10-22 00:00:00,"SADIK GROUP YATIRIM INSISTANBUL TR KAZANILAN MAXİMİL:1,72",115,1.72
2024-10-22 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:0,90",60,0.9
2024-10-22 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:3,36",1681.39,3.36
2024-10-23 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:3,00",200,3
2024-10-23 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:0,76",50,0.76
2024-10-23 00:00:00,"SIMIT SARAYI SABANCI ÜNİSTANBUL TR KAZANILAN MAXİMİL:0,28",18,0.28
2024-10-23 00:00:00,"SELF GIDA SANAYI VE TICISTANBUL TR KAZANILAN MAXİMİL:3,60",240,3.6
2024-10-23 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-10-23 00:00:00,"MUHLİS PINARBAŞI İSTANBUL TR KAZANILAN MAXİMİL:3,38",225,3.38
2024-10-24 00:00:00,"MEHMED KAYA ISTANBUL TR KAZANILAN MAXİMİL:5,14",342.5,5.14
2024-10-24 00:00:00,"SIZZA GIDA SATIS PAZARLISTANBUL TU KAZANILAN MAXİMİL:1,88",125,1.88
2024-10-24 00:00:00,"SIZZA GIDA SATIS PAZARLISTANBUL TU KAZANILAN MAXİMİL:0,90",60,0.9
2024-10-25 00:00:00,"PAULA GIDA İSTANBUL TR KAZANILAN MAXİMİL:0,76",50,0.76
2024-10-25 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-10-25 00:00:00,"SELF GIDA SANAYI VE TICISTANBUL TR KAZANILAN MAXİMİL:2,26",150,2.26
2024-10-25 00:00:00,"SELF GIDA SANAYI VE TICISTANBUL TR KAZANILAN MAXİMİL:0,22",15,0.22
2024-10-25 00:00:00,"7036 ISTANBUL SABANCI U ISTANBUL TR KAZANILAN MAXİMİL:0,38",24.75,0.38
2024-10-25 00:00:00,"İADE/TURKISH AIRLINES İPTAL EDİLEN MAXİMİL:10,02 MAXİPUAN:0,01",-1335.56,-10.02,-0.01
2024-10-25 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:7,50",500,7.5
2024-10-25 00:00:00,"MCDONALDSSEKERPINARDKOCAELITRKAZANILANMAXİMİL:4,06 MAXİPUAN:0,03",270,4.06,0.03
2024-10-25 00:00:00,"KARTAL ŞARKÜTERİ İSTANBUL TR KAZANILAN MAXİMİL:4,84",323,4.84
2024-10-25 00:00:00,BOYNER CANAKKALE CANAKKALE TR,80.82,"4/6 taksidi (484,91)"
2024-10-26 00:00:00,"MEŞHUR SARIYER BÖREKÇİSİSTANBUL TR KAZANILAN MAXİMİL:2,26",150,2.26
2024-10-26 00:00:00,"DETA RESTORAN İSTANBUL TR KAZANILAN MAXİMİL:4,42",295,4.42
2024-10-26 00:00:00,"MENGİ PETROL MÜH TİC LTKOCAELİ TR KAZANILAN MAXİMİL:1,12",74,1.12
2024-10-27 00:00:00,"MEHMED KAYA ISTANBUL TR KAZANILAN MAXİMİL:4,72",315,4.72
2024-10-27 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,30",87,1.3
2024-10-27 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:0,90",60,0.9
2024-10-27 00:00:00,"KOFTECI YUSUF KCL-CAYIR KOCAELI TR KAZANILAN MAXİMİL:2,98",198,2.98
2024-10-28 00:00:00,"LENS DÜRÜMLE ANKARA TR KAZANILAN MAXİMİL:3,60",240,3.6
2024-10-28 00:00:00,"GO GENÇ LENS ŞUBE İSTANBUL TR KAZANILAN MAXİMİL:1,72",115,1.72
2024-10-28 00:00:00,"EDWAX OTO KUAFÖR İSTANBUL TR KAZANILAN MAXİMİL:6,00",400,6
2024-10-28 00:00:00,"MVK WORK-SQUARE IS MERK ISTANBUL TR KAZANILAN MAXİMİL:0,62",41,0.62
2024-10-28 00:00:00,"KIZILKAYALAR BAGDAT CAD ISTANBUL TR KAZANILAN MAXİMİL:2,10",140,2.1
2024-10-29 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:3,00",200,3
2024-10-29 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-10-29 00:00:00,"LOKMA GIDA HIZMETLERI A ISTANBUL TR KAZANILAN MAXİMİL:1,36",90,1.36
2024-10-29 00:00:00,"SELF GIDA SANAYI VE TICISTANBUL TR KAZANILAN MAXİMİL:3,60",240,3.6
2024-10-29 00:00:00,"MUHLIS PINARBASI ISTANBUL TU KAZANILAN MAXİMİL:2,32",155,2.32
2024-10-29 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-10-30 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:3,00",200,3
2024-10-30 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:0,76",50,0.76
2024-10-30 00:00:00,"MUHSİN YAZICIOĞLU CAD.BKOCAELİ TR KAZANILAN MAXİMİL:4,06",270,4.06
2024-10-30 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:0,22",15,0.22
2024-10-30 00:00:00,"İMREN KÖFTE İSTANBUL TR KAZANILAN MAXİMİL:1,96",130,1.96
2024-10-30 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,76",117,1.76
2024-10-31 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:3,52",235,3.52
2024-10-31 00:00:00,"SEKART MİMARLIK İNŞ GIDİSTANBUL TR KAZANILAN MAXİMİL:4,42",295,4.42
2024-10-31 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:0,90",60,0.9
2024-10-31 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-11-01 00:00:00,"MUHSİN YAZICIOĞLU-MAXİPUAN İLAVE:0,03",0.03
2024-11-01 00:00:00,"SELF GIDA SANAYI VE TICISTANBUL TR KAZANILAN MAXİMİL:2,26",150,2.26
2024-11-01 00:00:00,"PAYTR /MATIK ISTANBUL TR KAZANILAN MAXİMİL:0,16",11,0.16
2024-11-01 00:00:00,"PAYTR /MATIK ISTANBUL TR KAZANILAN MAXİMİL:0,56",37,0.56
2024-11-01 00:00:00,"PAYTR /MATIK ISTANBUL TR KAZANILAN MAXİMİL:0,16",11,0.16
2024-11-01 00:00:00,"MCDONALDSSEKERPINARDKOCAELITRKAZANILANMAXİMİL:4,06 MAXİPUAN:0,03",270,4.06,0.03
2024-11-01 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-11-02 00:00:00,"ÖZALP DÖNER İSTANBUL TR KAZANILAN MAXİMİL:2,62",175,2.62
2024-11-02 00:00:00,"SBXIST SABANCIUNIVERS ISTANBULTRKAZANILANMAXİMİL:3,08 MAXİPUA",205,3.08,0.02
2024-11-02 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:7,50",500,7.5
2024-11-02 00:00:00,"SAAT&SAAT MAGAZACILIKAISTANBULTRKAZANILANMAXİMİL:6,00 MAXİPU",400,6,1
2024-11-02 00:00:00,"THE HUNGER ISTANBUL TU KAZANILAN MAXİMİL:7,42",495,7.42
2024-11-02 00:00:00,"VIAPORT TOBACCO SHOP İSTANBUL TR KAZANILAN MAXİMİL:1,18",79,1.18
2024-11-03 00:00:00,"SONÇAĞ GIDA İSTANBUL TR KAZANILAN MAXİMİL:3,00",200,3
2024-11-03 00:00:00,"SBXIST SABANCIUNIVERS ISTANBULTRKAZANILANMAXİMİL:2,68 MAXİPUA",178,2.68,0.02
2024-11-03 00:00:00,"KOCAELICAYIROVAMUHSINKOCAELITRKAZANILANMAXİMİL:3,82 MAXİPUAN:0,03",255,3.82,0.03
2024-11-03 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-11-04 00:00:00,"KUCUK EV SABANCI UNIVER ISTANBUL TR KAZANILAN MAXİMİL:2,84",189,2.84
2024-11-04 00:00:00,"SHELL İSTANBUL TR KAZANILAN MAXİMİL:29,86",1990.22,29.86
2024-11-04 00:00:00,"ANTEPHAN KUNEFE GIDA SAISTANBUL TR KAZANILAN MAXİMİL:2,90",193,2.9
2024-11-05 00:00:00,"TAVUK DUNYASI ICERENKOY ISTANBUL TR KAZANILAN MAXİMİL:4,28",285,4.28
2024-11-06 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:15,00",1000,15
2024-11-06 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:2,32",154,2.32
2024-11-06 00:00:00,"KUCUK EV SABANCI UNIVER ISTANBUL TR KAZANILAN MAXİMİL:3,36",224,3.36
2024-11-06 00:00:00,"SBXIST SABANCIUNIVERS ISTANBULTRKAZANILANMAXİMİL:1,42 MAXİPUA",95,1.42,0.01
2024-11-06 00:00:00,"RYZE CADDE İSTANBUL TR KAZANILAN MAXİMİL:5,12",341,5.12
2024-11-06 00:00:00,"PARAM/ /YEMEKSEPETIPAY ISTANBUL TR KAZANILAN MAXİMİL:3,00",200,3
2024-11-07 00:00:00,"SABANCI ÜNİVERSİTESİ İSTANBUL TR KAZANILAN MAXİMİL:2,26",150,2.26
2024-11-07 00:00:00,"MUHSİN YAZICIOĞLU CAD.BKOCAELİ TR KAZANILAN MAXİMİL:3,94",262,3.94
2024-11-07 00:00:00,"KÖPÜKLÜ KAHVE GIDA İSTANBUL TR KAZANILAN MAXİMİL:0,76",50,0.76
2024-11-07 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:1,16",77,1.16
2024-11-07 00:00:00,"ÇİĞ KÖFTECİ ÖMER USTA İSTANBUL TR KAZANILAN MAXİMİL:1,42",95,1.42
2024-11-08 00:00:00,"PARAM/ /YEMEKSEPE-MAXİPUAN İLAVE:0,02",0.02
2024-11-08 00:00:00,"TOSPEAK ISTANBUL TR KAZANILAN MAXİMİL:5,26",350,5.26
2024-11-08 00:00:00,"PAULA GIDA ISTANBUL TR KAZANILAN MAXİMİL:1,80",120,1.8
2024-11-08 00:00:00,"LENS ISTANBUL ECZANESI ISTANBUL TR KAZANILAN MAXİMİL:0,09",45,0.09
2024-11-08 00:00:00,"ALI AKGUN ISTANBUL TR KAZANILAN MAXİMİL:1,06",70,1.06
2024-11-08 00:00:00,"LENS DÜRÜMLE ANKARA TR KAZANILAN MAXİMİL:3,60",240,3.6
2024-11-08 00:00:00,"BEYAZ ULASIM VE ENERJI ISTANBUL TU KAZANILAN MAXİMİL:0,76",50,0.76
2024-11-09 00:00:00,"ATLI OTOMOTİV İSTANBUL TR KAZANILAN MAXİMİL:4,08",272,4.08
2024-11-09 00:00:00,"MUHSİN YAZICIOĞLU-MAXİPUAN İLAVE:0,03",0.03
2024-11-09 00:00:00,"YEŞİL AYDER RESTAURANT İSTANBUL TR KAZANILAN MAXİMİL:6,16",411,6.16
2024-11-10 00:00:00,"AKASYAMACROCENTERISTANBULTRKAZANILANMAXİMİL:1,16 MAXİPUAN:0",77,1.16,0.01
2024-11-10 00:00:00,ZARA AKASYA AVM ISTANBUL TR,447.5,"1/6 taksidi (2.685,00)",40.28
2024-11-10 00:00:00,"KFC ISTANBULAKASYAISTANBULTRKAZANILANMAXİMİL:4,18 MAXİPUAN:0",279,4.18,0.03
